1,0,0,0,2,-6,8,2,
2,2,0,0,-2,0,0,2,
3,0,-6,8,2,-12,15,2,
4,0,-6,8,2,-3,8,2,
5,0,-12,15,2,-20,17,2,
6,0,-12,15,2,-5,44,2,
7,0,-3,8,2,-5,44,2,
8,0,-3,8,2,0,8,2,
9,2,-5,44,2,-5,44,-2,
10,0,-20,17,2,-30,8,2,
11,2,-20,17,2,-20,17,-2,
12,0,0,8,2,10,17,2,
13,0,0,8,2,-2,-3,2,
14,0,-30,8,2,-30,-18,2,
15,2,-30,8,2,-30,8,-2,
16,0,10,17,2,20,8,2,
17,2,10,17,2,10,17,-2,
18,0,-2,-3,2,12,-4,2,
19,0,-2,-3,2,-5,-14,2,
20,0,-30,-18,2,-30,-43,2,
21,2,-30,-18,2,-30,-18,-2,
22,0,20,8,2,20,-18,2,
23,2,20,8,2,20,8,-2,
24,2,12,-4,2,12,-4,-2,
25,0,-5,-14,2,1,-14,2,
26,0,-5,-14,2,-5,-16,2,
27,2,-30,-43,2,-30,-43,-2,
28,0,20,-18,2,20,-43,2,
29,2,20,-18,2,20,-18,-2,
30,2,1,-14,2,1,-14,-2,
31,0,-5,-16,2,-5,-20,2,
32,0,-5,-16,2,-13,-16,2,
33,2,20,-43,2,20,-43,-2,
34,0,-5,-20,2,-5,-24,2,
35,0,-5,-20,2,-14,-20,2,
36,2,-13,-16,2,-13,-16,-2,
37,0,-5,-24,2,3,-24,2,
38,0,-5,-24,2,-5,-29,2,
39,2,-14,-20,2,-14,-20,-2,
40,2,3,-24,2,3,-24,-2,
41,0,-5,-29,2,0,-33,2,
42,0,-5,-29,2,-10,-33,2,
43,0,0,-33,2,13,-28,2,
44,0,0,-33,2,13,-41,2,
45,0,-10,-33,2,-23,-28,2,
46,0,-10,-33,2,-23,-41,2,
47,2,13,-28,2,13,-28,-2,
48,0,13,-41,2,13,-78,2,
49,2,13,-41,2,13,-41,-2,
50,0,-23,-41,2,-23,-78,2,
51,2,-23,-28,2,-23,-28,-2,
52,2,-23,-41,2,-23,-41,-2,
53,0,13,-78,2,13,-131,2,
54,2,13,-78,2,13,-78,-2,
55,0,-23,-78,2,-23,-131,2,
56,2,-23,-78,2,-23,-78,-2,
57,0,-4,4,2,-14,4,2,
58,2,-4,4,-2,-4,4,2,
59,2,13,-131,2,13,-131,-2,
60,2,-23,-131,2,-23,-131,-2,
61,2,-14,4,2,-14,4,-2,
62,1,13,-131,-2,13,-78,-2,
63,1,-23,-131,-2,-23,-78,-2,
64,1,20,-43,-2,20,-18,-2,
65,1,-30,-43,-2,-30,-18,-2,
66,1,13,-78,-2,13,-41,-2,
67,1,-23,-78,-2,-23,-41,-2,
68,1,20,-18,-2,20,8,-2,
69,1,-30,-18,-2,-30,8,-2,
70,1,13,-28,-2,0,-33,-2,
71,1,13,-41,-2,0,-33,-2,
72,1,-23,-28,-2,-10,-33,-2,
73,1,-23,-41,-2,-10,-33,-2,
74,1,20,8,-2,10,17,-2,
75,1,-30,8,-2,-20,17,-2,
76,1,1,-14,-2,-8,-18,-2,
77,1,-14,-20,-2,-8,-18,-2,
78,1,0,-33,-2,-5,-29,-2,
79,1,-10,-33,-2,-5,-29,-2,
80,1,10,17,-2,2,15,-2,
81,1,-5,44,-2,2,15,-2,
82,1,-20,17,-2,-12,15,-2,
83,1,-5,44,-2,-12,15,-2,
84,1,-8,-18,-2,-13,-16,-2,
85,1,-5,-29,-2,-5,-24,-2,
86,1,3,-24,-2,-5,-24,-2,
87,1,12,-4,-2,-5,8,-2,
88,1,2,15,-2,-5,8,-2,
89,1,-12,15,-2,-5,8,-2,
90,1,-13,-16,-2,-5,-16,-2,
91,1,-5,-24,-2,-5,-16,-2,
92,1,-5,8,-2,-4,4,-2,
93,1,-5,-16,-2,-4,4,-2,
94,1,-14,4,-2,0,0,-2
